Employee_ID,Employee_Name,Department,Tasks_Completed,Task_Completion_Time,Hours_Worked,Productivity_Score,Date,Performance_Rating
E2484,John Doe,Marketing,13,4.89,36,85.98,24-01-2027,Good
E2485,Michael Johnson,Sales,26,1.78,48,73.53,25-01-2027,Average
E2486,David Wilson,Sales,27,1.26,44,80.62,26-01-2027,Good
E2487,Sarah Lee,Marketing,33,4.19,44,80.93,27-01-2027,Good
E2488,Robert Brown,Finance,25,2.9,49,83.64,28-01-2027,Good
E2489,James Anderson,HR,40,0.74,41,62.94,29-01-2027,Average
E2490,Jane Smith,HR,46,3.61,50,91.76,30-01-2027,Excellent
E2491,James Anderson,HR,17,4.66,47,68.8,31-01-2027,Average
E2492,Robert Brown,IT,40,1.13,31,86.1,01-02-2027,Good
E2493,Olivia Thomas,Sales,43,3.06,39,67.1,02-02-2027,Average
E2494,Michael Johnson,Finance,31,2.29,33,99.76,03-02-2027,Excellent
E2495,David Wilson,Finance,46,2.7,44,63.34,04-02-2027,Average
E2496,Sophia Martinez,Sales,12,4.4,50,72.58,05-02-2027,Average
E2497,Robert Brown,IT,37,2.73,40,94.07,06-02-2027,Excellent
E2498,David Wilson,Finance,49,2.98,36,95.76,07-02-2027,Excellent
E2499,Emily Davis,HR,45,3.48,43,61.48,08-02-2027,Average
E2500,John Doe,Sales,11,3.18,41,78.48,09-02-2027,Good
E2501,James Anderson,IT,34,1.76,33,67.41,10-02-2027,Average
E2502,John Doe,Finance,42,3.22,44,67.19,11-02-2027,Average
E2503,David Wilson,Sales,12,0.63,33,78.93,12-02-2027,Good
E2504,Sarah Lee,Sales,31,3.75,32,80.12,13-02-2027,Good
E2505,Robert Brown,Finance,31,3.21,39,80.45,14-02-2027,Good
E2506,Jane Smith,IT,26,4.32,42,62.91,15-02-2027,Average
E2507,Sarah Lee,Marketing,27,4.93,46,68.57,16-02-2027,Average
E2508,Sophia Martinez,Marketing,29,2.09,30,82.63,17-02-2027,Good
E2509,Emily Davis,HR,35,1.12,39,80.2,18-02-2027,Good
E2510,Robert Brown,Marketing,41,4.84,44,74.34,19-02-2027,Average
E2511,Emily Davis,IT,31,2.82,36,82.83,20-02-2027,Good
E2512,Michael Johnson,IT,32,3.63,46,90.61,21-02-2027,Excellent
E2513,Emily Davis,HR,13,1.84,34,86.63,22-02-2027,Good
E2514,Olivia Thomas,Sales,37,4.78,43,68.36,23-02-2027,Average
E2515,Sophia Martinez,HR,42,2.66,42,72.9,24-02-2027,Average
E2516,Michael Johnson,HR,11,4.48,45,72.71,25-02-2027,Average
E2517,Jane Smith,Sales,21,1.09,31,66.3,26-02-2027,Average
E2518,Olivia Thomas,Marketing,15,3.6,45,71.35,27-02-2027,Average
E2519,John Doe,Marketing,24,4.12,34,69.7,28-02-2027,Average
E2520,Robert Brown,HR,13,1.09,36,92.18,01-03-2027,Excellent
E2521,Jane Smith,Marketing,42,3.17,31,70.89,02-03-2027,Average
E2522,James Anderson,Marketing,24,1.58,50,67.52,03-03-2027,Average
E2523,Robert Brown,Finance,44,4.05,40,73.93,04-03-2027,Average
E2524,Jane Smith,Marketing,25,1.69,38,72.97,05-03-2027,Average
E2525,Sarah Lee,HR,38,2.07,33,95.93,06-03-2027,Excellent
E2526,Jane Smith,HR,44,4.68,30,98.32,07-03-2027,Excellent
E2527,Emily Davis,Marketing,10,2.89,41,75.03,08-03-2027,Good
E2528,James Anderson,IT,39,1.66,41,94.7,09-03-2027,Excellent
E2529,James Anderson,Sales,11,1.11,48,64.88,10-03-2027,Average
E2530,Olivia Thomas,HR,11,3.64,34,80.18,11-03-2027,Good
E2531,Jane Smith,IT,13,2.67,46,69.74,12-03-2027,Average
E2532,John Doe,Marketing,46,2.97,31,68.15,13-03-2027,Average
E2533,Olivia Thomas,IT,36,3.3,32,61.69,14-03-2027,Average
E2534,Jane Smith,HR,44,3.29,39,78.3,15-03-2027,Good
E2535,David Wilson,Finance,45,3.62,39,64.51,16-03-2027,Average
E2536,Emily Davis,Finance,41,3.34,42,97.16,17-03-2027,Excellent
E2537,David Wilson,Sales,29,4.5,47,69.67,18-03-2027,Average
E2538,James Anderson,IT,32,1.76,50,75.89,19-03-2027,Good
E2539,Sarah Lee,Sales,17,1.36,37,99.8,20-03-2027,Excellent
E2540,John Doe,Marketing,20,3.5,47,63.23,21-03-2027,Average
E2541,Michael Johnson,IT,37,2.2,43,80.07,22-03-2027,Good
E2542,Emily Davis,Finance,48,3.18,31,83.12,23-03-2027,Good
E2543,James Anderson,IT,38,4.38,33,81.02,24-03-2027,Good
E2544,James Anderson,HR,15,0.98,36,85.86,25-03-2027,Good
E2545,Jane Smith,Sales,18,1.49,44,61.43,26-03-2027,Average
E2546,David Wilson,IT,36,4.22,45,76.16,27-03-2027,Good
E2547,James Anderson,Marketing,38,0.77,34,90.57,28-03-2027,Excellent
E2548,Olivia Thomas,Marketing,44,3.38,45,89.66,29-03-2027,Good
E2549,Olivia Thomas,IT,14,2.37,46,78.33,30-03-2027,Good
E2550,Sarah Lee,IT,33,4.77,35,86.62,31-03-2027,Good
E2551,Sarah Lee,IT,11,4.82,32,66.36,01-04-2027,Average
E2552,Michael Johnson,Marketing,29,3.61,50,98.13,02-04-2027,Excellent
E2553,Jane Smith,IT,44,1.18,44,77.65,03-04-2027,Good
E2554,Olivia Thomas,Finance,18,2.68,31,83.53,04-04-2027,Good
E2555,John Doe,Finance,42,3.67,42,75.86,05-04-2027,Good
E2556,Emily Davis,IT,38,1.1,31,66.03,06-04-2027,Average
E2557,Jane Smith,Sales,35,2.21,35,82.29,07-04-2027,Good
E2558,Michael Johnson,Marketing,13,3.77,50,75.88,08-04-2027,Good
E2559,John Doe,IT,39,2.27,37,98.92,09-04-2027,Excellent
E2560,Robert Brown,HR,21,2.2,33,79.04,10-04-2027,Good
E2561,Olivia Thomas,Finance,15,0.99,48,83.73,11-04-2027,Good
E2562,Robert Brown,IT,49,2.62,31,72.87,12-04-2027,Average
E2563,Jane Smith,Finance,45,0.79,39,60.9,13-04-2027,Average
E2564,David Wilson,Sales,17,4.3,37,61.14,14-04-2027,Average
E2565,James Anderson,HR,25,3.69,46,94.11,15-04-2027,Excellent
E2566,Emily Davis,IT,20,1.33,35,63.7,16-04-2027,Average
E2567,Sarah Lee,Marketing,12,3.33,31,81.93,17-04-2027,Good
E2568,Olivia Thomas,Finance,31,3.4,31,86.73,18-04-2027,Good
E2569,Robert Brown,IT,49,4.65,35,99.35,19-04-2027,Excellent
E2570,Sophia Martinez,Finance,20,1.43,33,60.66,20-04-2027,Average
E2571,Olivia Thomas,Finance,33,4.08,36,85.63,21-04-2027,Good
E2572,John Doe,HR,20,3.65,36,86.77,22-04-2027,Good
E2573,Michael Johnson,Marketing,10,3.94,50,79.73,23-04-2027,Good
E2574,David Wilson,IT,15,4.93,30,63.42,24-04-2027,Average
E2575,David Wilson,Marketing,22,2.33,49,77.6,25-04-2027,Good
E2576,Michael Johnson,HR,42,3.44,34,66.95,26-04-2027,Average
E2577,Jane Smith,HR,34,0.99,50,81.61,27-04-2027,Good
E2578,Jane Smith,Finance,50,1.97,36,68.86,28-04-2027,Average
E2579,John Doe,Sales,43,2.32,48,95.01,29-04-2027,Excellent
E2580,Olivia Thomas,IT,26,1.12,42,76.18,30-04-2027,Good
E2581,Jane Smith,Sales,20,3.43,36,81.56,01-05-2027,Good
E2582,John Doe,Finance,47,3.3,44,80.51,02-05-2027,Good
E2583,Robert Brown,HR,36,4.49,44,77.82,03-05-2027,Good
E2584,Jane Smith,Marketing,25,2.47,43,84.09,04-05-2027,Good
E2585,John Doe,HR,21,1.47,34,72.5,05-05-2027,Average
E2586,Emily Davis,Finance,27,2.49,33,67.6,06-05-2027,Average
E2587,James Anderson,HR,26,2.58,34,91.05,07-05-2027,Excellent
E2588,Jane Smith,Sales,43,0.56,48,84.46,08-05-2027,Good
E2589,John Doe,Sales,34,4.68,47,91.06,09-05-2027,Excellent
E2590,Olivia Thomas,Finance,39,4.71,32,70.63,10-05-2027,Average
E2591,Sarah Lee,HR,36,1.52,32,67.25,11-05-2027,Average
E2592,Sophia Martinez,Marketing,17,4.75,37,67.93,12-05-2027,Average
E2593,Sophia Martinez,IT,18,4.04,43,96.79,13-05-2027,Excellent
E2594,Emily Davis,Finance,22,2.37,49,96.87,14-05-2027,Excellent
E2595,David Wilson,Marketing,20,3.09,43,93.79,15-05-2027,Excellent
E2596,Michael Johnson,HR,15,2.79,31,69.44,16-05-2027,Average
E2597,Jane Smith,Marketing,48,3.24,42,63.18,17-05-2027,Average
E2598,Sarah Lee,IT,17,0.86,45,90.99,18-05-2027,Excellent
E2599,Michael Johnson,Sales,16,3.02,50,75.95,19-05-2027,Good
E2600,Emily Davis,Finance,28,4.99,34,90.88,20-05-2027,Excellent
E2601,John Doe,Sales,30,3.03,38,86.12,21-05-2027,Good
E2602,Michael Johnson,Finance,43,3.42,41,70.96,22-05-2027,Average
E2603,John Doe,HR,10,1.56,37,87.6,23-05-2027,Good
E2604,Sarah Lee,HR,36,3.5,49,75.18,24-05-2027,Good
E2605,Sophia Martinez,IT,11,0.79,34,82.89,25-05-2027,Good
E2606,Robert Brown,IT,50,1.81,50,96.66,26-05-2027,Excellent
E2607,David Wilson,Sales,40,4.35,43,95.92,27-05-2027,Excellent
E2608,James Anderson,Finance,46,2.18,48,80.63,28-05-2027,Good
E2609,Sarah Lee,HR,17,4.48,47,62.72,29-05-2027,Average
E2610,Jane Smith,Finance,49,2.99,33,91.72,30-05-2027,Excellent
E2611,Sarah Lee,Finance,35,4.18,48,98.9,31-05-2027,Excellent
E2612,Olivia Thomas,IT,13,0.95,31,88.25,01-06-2027,Good
E2613,Emily Davis,IT,38,1.24,42,64.07,02-06-2027,Average
E2614,Jane Smith,IT,16,4.83,41,81.1,03-06-2027,Good
E2615,Jane Smith,IT,24,4.6,43,66.92,04-06-2027,Average
E2616,Robert Brown,Marketing,41,4.01,43,91.61,05-06-2027,Excellent
E2617,David Wilson,HR,22,1.4,34,61.09,06-06-2027,Average
E2618,James Anderson,IT,14,4.07,49,74.84,07-06-2027,Average
E2619,Sarah Lee,HR,37,4.37,42,71.14,08-06-2027,Average
E2620,Jane Smith,HR,23,1.38,47,64.45,09-06-2027,Average
E2621,Emily Davis,Finance,35,3.99,41,97.93,10-06-2027,Excellent
E2622,Olivia Thomas,HR,45,1.24,48,91.65,11-06-2027,Excellent
E2623,James Anderson,Marketing,34,4.57,43,60.73,12-06-2027,Average
E2624,John Doe,Sales,38,3.88,35,72.3,13-06-2027,Average
E2625,James Anderson,Marketing,44,3.68,45,60.04,14-06-2027,Average
E2626,James Anderson,IT,27,2.86,35,96.56,15-06-2027,Excellent
E2627,John Doe,Sales,26,2.76,35,97.58,16-06-2027,Excellent
E2628,James Anderson,IT,38,0.64,45,61.22,17-06-2027,Average
E2629,Olivia Thomas,IT,47,1.83,40,94.35,18-06-2027,Excellent
E2630,Sophia Martinez,HR,13,1.39,36,64.26,19-06-2027,Average
E2631,Michael Johnson,IT,33,3.31,50,61.38,20-06-2027,Average
E2632,Michael Johnson,Marketing,37,1.66,48,97.25,21-06-2027,Excellent
E2633,James Anderson,Sales,27,0.68,30,86.95,22-06-2027,Good
E2634,Emily Davis,Finance,50,1.19,36,87.62,23-06-2027,Good
E2635,David Wilson,Finance,13,2.18,45,69.94,24-06-2027,Average
E2636,Emily Davis,HR,31,1.16,42,69.77,25-06-2027,Average
E2637,Robert Brown,IT,11,3.58,45,97.53,26-06-2027,Excellent
E2638,Olivia Thomas,Sales,37,4.65,48,95.47,27-06-2027,Excellent
E2639,Jane Smith,IT,13,0.98,42,64.8,28-06-2027,Average
E2640,Sarah Lee,Finance,16,4.24,49,76.47,29-06-2027,Good
E2641,Jane Smith,HR,33,3.77,36,77.7,30-06-2027,Good
E2642,Emily Davis,IT,18,3.32,32,95.87,01-07-2027,Excellent
E2643,John Doe,Marketing,10,3.55,37,94.62,02-07-2027,Excellent
E2644,Olivia Thomas,Finance,11,3.61,35,83.78,03-07-2027,Good
E2645,Jane Smith,HR,15,2.43,50,89.72,04-07-2027,Good
E2646,Jane Smith,IT,47,3.09,48,75.83,05-07-2027,Good
E2647,Jane Smith,Finance,45,4.91,48,79.35,06-07-2027,Good
E2648,Sophia Martinez,Sales,33,3.23,45,60.73,07-07-2027,Average
E2649,Michael Johnson,Sales,44,1.22,30,72.62,08-07-2027,Average
E2650,John Doe,Sales,31,0.99,42,89.88,09-07-2027,Good
E2651,Jane Smith,IT,13,0.6,39,81.53,10-07-2027,Good
E2652,Sophia Martinez,IT,40,4.63,33,62.73,11-07-2027,Average
E2653,Jane Smith,HR,22,2.98,35,85.42,12-07-2027,Good
E2654,Olivia Thomas,HR,46,1.2,45,73.45,13-07-2027,Average
E2655,David Wilson,IT,35,2.93,32,97.06,14-07-2027,Excellent
E2656,Robert Brown,Finance,29,2.12,39,70.27,15-07-2027,Average
E2657,Sarah Lee,Finance,40,4.06,41,68.68,16-07-2027,Average
E2658,Emily Davis,IT,10,0.59,36,94.66,17-07-2027,Excellent
E2659,Emily Davis,Sales,35,1.6,44,91.85,18-07-2027,Excellent
E2660,Sarah Lee,HR,34,2.29,49,88.12,19-07-2027,Good
E2661,Jane Smith,IT,30,2.31,33,95.51,20-07-2027,Excellent
E2662,Robert Brown,IT,17,2,32,78.24,21-07-2027,Good
E2663,Robert Brown,HR,21,4.96,46,61.69,22-07-2027,Average
E2664,Michael Johnson,Finance,25,3.73,39,70.86,23-07-2027,Average
E2665,David Wilson,IT,43,3.27,35,74.53,24-07-2027,Average
E2666,James Anderson,Sales,11,2.04,41,72.36,25-07-2027,Average
E2667,Michael Johnson,HR,26,4.85,50,65.76,26-07-2027,Average
E2668,James Anderson,Finance,36,3.41,35,74.5,27-07-2027,Average
E2669,James Anderson,IT,22,1.02,49,92.24,28-07-2027,Excellent
E2670,James Anderson,Finance,39,1.31,33,66.65,29-07-2027,Average
E2671,Robert Brown,Sales,12,4.41,42,75.29,30-07-2027,Good
E2672,Michael Johnson,Sales,32,2.63,38,70.8,31-07-2027,Average
E2673,James Anderson,Sales,25,3.19,45,72.16,01-08-2027,Average
E2674,Jane Smith,Finance,17,3.73,35,62.24,02-08-2027,Average
E2675,Emily Davis,Sales,46,0.8,42,83.49,03-08-2027,Good
E2676,John Doe,HR,44,4.91,33,81.68,04-08-2027,Good
E2677,Jane Smith,Marketing,27,2.8,39,76.89,05-08-2027,Good
E2678,Sarah Lee,HR,21,0.61,32,60.52,06-08-2027,Average
E2679,John Doe,HR,11,1.22,31,63.24,07-08-2027,Average
E2680,Michael Johnson,HR,22,1.2,34,92.73,08-08-2027,Excellent
E2681,Sophia Martinez,HR,22,0.76,50,77.15,09-08-2027,Good
E2682,Olivia Thomas,Marketing,12,1.55,38,81.85,10-08-2027,Good
E2683,Olivia Thomas,Marketing,32,2.72,33,62.5,11-08-2027,Average
E2684,Olivia Thomas,Finance,15,4.17,37,77.52,12-08-2027,Good
E2685,Sarah Lee,Marketing,15,2.75,41,69.04,13-08-2027,Average
E2686,Emily Davis,Finance,33,0.55,40,84.12,14-08-2027,Good
E2687,Jane Smith,Finance,50,3.92,48,72.84,15-08-2027,Average
E2688,Sarah Lee,HR,23,3.12,44,63.97,16-08-2027,Average
E2689,Robert Brown,IT,20,1.19,49,99.06,17-08-2027,Excellent
E2690,Jane Smith,Sales,39,2.14,47,63.17,18-08-2027,Average
E2691,Robert Brown,IT,10,1.53,31,71.78,19-08-2027,Average
E2692,James Anderson,Marketing,49,2.02,33,74.81,20-08-2027,Average
E2693,Michael Johnson,Finance,23,2.7,36,95.72,21-08-2027,Excellent
E2694,David Wilson,IT,44,1.96,42,62.23,22-08-2027,Average
E2695,John Doe,Marketing,26,0.9,50,60.38,23-08-2027,Average
E2696,Sarah Lee,IT,46,3.95,47,67.59,24-08-2027,Average
E2697,John Doe,Marketing,39,2.87,45,79.99,25-08-2027,Good
E2698,David Wilson,Finance,45,2.34,38,83.66,26-08-2027,Good
E2699,Sarah Lee,HR,13,1.03,40,87.13,27-08-2027,Good
E2700,Michael Johnson,Sales,18,3.54,45,82.12,28-08-2027,Good
E2701,Jane Smith,IT,32,3.4,50,94.13,29-08-2027,Excellent
E2702,James Anderson,IT,30,4.53,49,74.64,30-08-2027,Average
E2703,John Doe,Marketing,26,2.63,46,77.85,31-08-2027,Good
E2704,Olivia Thomas,HR,14,0.98,30,61.49,01-09-2027,Average
E2705,Sophia Martinez,HR,38,1.38,48,80.65,02-09-2027,Good
E2706,Robert Brown,HR,26,1.06,31,98.78,03-09-2027,Excellent
E2707,Jane Smith,Finance,36,1.74,33,63.22,04-09-2027,Average
E2708,Jane Smith,Finance,45,2.92,36,74.31,05-09-2027,Average
E2709,James Anderson,IT,13,1.16,41,60.49,06-09-2027,Average
E2710,James Anderson,HR,38,2.53,39,75.82,07-09-2027,Good
E2711,Sophia Martinez,HR,42,1.31,40,68.08,08-09-2027,Average
E2712,Jane Smith,Finance,34,4.31,35,73.84,09-09-2027,Average
E2713,Sophia Martinez,Sales,50,2.87,49,70.36,10-09-2027,Average
E2714,Olivia Thomas,Finance,47,4.83,45,89.93,11-09-2027,Good
E2715,Robert Brown,Finance,37,3.69,49,92.67,12-09-2027,Excellent
E2716,Jane Smith,HR,12,1.5,37,93.5,13-09-2027,Excellent
E2717,Sarah Lee,HR,46,1.62,46,95.83,14-09-2027,Excellent
E2718,Jane Smith,Finance,45,2.09,37,90.6,15-09-2027,Excellent
E2719,Jane Smith,Sales,48,3.85,31,94.18,16-09-2027,Excellent
E2720,James Anderson,Finance,50,3.25,47,78.79,17-09-2027,Good
E2721,Sarah Lee,Marketing,28,4.72,37,66.75,18-09-2027,Average
E2722,David Wilson,IT,39,1.69,40,92.97,19-09-2027,Excellent
E2723,Jane Smith,Sales,38,0.73,39,78.15,20-09-2027,Good
E2724,David Wilson,IT,31,1.34,35,62.48,21-09-2027,Average
E2725,Olivia Thomas,IT,19,3.69,34,76.54,22-09-2027,Good
E2726,Michael Johnson,Finance,43,2.88,37,64.79,23-09-2027,Average
E2727,Emily Davis,HR,38,0.81,45,79.38,24-09-2027,Good
E2728,Sarah Lee,Sales,45,2.3,39,80.91,25-09-2027,Good
E2729,Jane Smith,Finance,44,3.91,38,70.99,26-09-2027,Average
E2730,John Doe,Finance,15,5,36,82.25,27-09-2027,Good
E2731,Michael Johnson,Marketing,43,4.57,48,68.34,28-09-2027,Average
E2732,Jane Smith,Marketing,45,3.72,31,79.91,29-09-2027,Good
E2733,David Wilson,HR,32,2.85,32,94.86,30-09-2027,Excellent
E2734,Robert Brown,Finance,47,0.62,40,94.06,01-10-2027,Excellent
E2735,Sophia Martinez,HR,45,2.91,43,80.12,02-10-2027,Good
E2736,Olivia Thomas,Finance,23,2.92,46,74.15,03-10-2027,Average
E2737,Olivia Thomas,Sales,38,1.27,30,76.1,04-10-2027,Good
E2738,Michael Johnson,Marketing,31,3.94,30,84.73,05-10-2027,Good
E2739,David Wilson,Sales,17,4.6,30,70.45,06-10-2027,Average
E2740,Sophia Martinez,IT,41,2.91,38,99.62,07-10-2027,Excellent
E2741,Emily Davis,Marketing,16,2.05,50,78.85,08-10-2027,Good
E2742,Michael Johnson,Finance,21,3.77,37,62.05,09-10-2027,Average
E2743,James Anderson,Finance,16,0.85,49,91,10-10-2027,Excellent
E2744,David Wilson,IT,27,0.62,49,67.36,11-10-2027,Average
E2745,Emily Davis,IT,28,3.13,33,79.13,12-10-2027,Good
E2746,John Doe,Sales,21,1.46,49,60.06,13-10-2027,Average
E2747,Michael Johnson,Marketing,15,1.72,39,91.28,14-10-2027,Excellent
E2748,Sarah Lee,Sales,30,3.99,31,64.61,15-10-2027,Average
E2749,Jane Smith,Sales,50,2.78,34,72.66,16-10-2027,Average
E2750,Olivia Thomas,Sales,32,1.73,38,98.74,17-10-2027,Excellent
E2751,Olivia Thomas,Marketing,30,3.05,44,90.66,18-10-2027,Excellent
E2752,Sarah Lee,HR,47,2.49,40,87.64,19-10-2027,Good
E2753,James Anderson,Finance,27,1.12,33,91.6,20-10-2027,Excellent
E2754,Michael Johnson,HR,19,3.64,32,73.16,21-10-2027,Average
E2755,Sophia Martinez,Marketing,48,0.83,36,98.32,22-10-2027,Excellent
E2756,Jane Smith,HR,18,2.65,39,88.78,23-10-2027,Good
E2757,Olivia Thomas,Sales,22,0.93,30,63.81,24-10-2027,Average
E2758,Olivia Thomas,HR,35,3.05,32,82.25,25-10-2027,Good
E2759,David Wilson,HR,47,4.32,46,77.11,26-10-2027,Good
E2760,Olivia Thomas,Marketing,28,2.68,33,60.32,27-10-2027,Average
E2761,Emily Davis,Marketing,16,2.35,30,79.75,28-10-2027,Good
E2762,Robert Brown,Finance,12,2.26,47,91.52,29-10-2027,Excellent
E2763,Michael Johnson,Marketing,50,2.1,41,75.29,30-10-2027,Good
E2764,Olivia Thomas,IT,35,2.02,34,90.54,31-10-2027,Excellent
E2765,John Doe,HR,24,4.98,44,77.25,01-11-2027,Good
E2766,John Doe,Finance,21,2.59,42,81.6,02-11-2027,Good
E2767,Olivia Thomas,Marketing,14,3.78,50,69.35,03-11-2027,Average
E2768,John Doe,IT,16,4.65,43,77.6,04-11-2027,Good
E2769,James Anderson,Marketing,20,1.17,50,76.8,05-11-2027,Good
E2770,Robert Brown,Sales,26,0.98,45,71.31,06-11-2027,Average
E2771,Robert Brown,Sales,26,4.93,35,95.97,07-11-2027,Excellent
E2772,John Doe,Finance,18,2.7,48,62.05,08-11-2027,Average
E2773,John Doe,Marketing,10,3.54,40,96.28,09-11-2027,Excellent
E2774,Michael Johnson,HR,47,3.67,49,98.02,10-11-2027,Excellent
E2775,Sarah Lee,Marketing,22,3.94,46,68.08,11-11-2027,Average
E2776,Sophia Martinez,Sales,16,2.18,33,65.95,12-11-2027,Average
E2777,John Doe,HR,13,4.19,46,95.18,13-11-2027,Excellent
E2778,Olivia Thomas,Finance,46,1.8,39,72.96,14-11-2027,Average
E2779,James Anderson,Sales,40,2.6,38,61.14,15-11-2027,Average
E2780,John Doe,Marketing,10,4.83,31,83.64,16-11-2027,Good
E2781,Michael Johnson,HR,30,2.4,41,94.55,17-11-2027,Excellent
E2782,John Doe,Marketing,37,4.65,37,60.34,18-11-2027,Average
E2783,Robert Brown,HR,40,4.7,49,99.57,19-11-2027,Excellent
E2784,Robert Brown,Finance,38,3.86,49,61.67,20-11-2027,Average
E2785,Sophia Martinez,IT,37,2.12,44,81.77,21-11-2027,Good
E2786,Jane Smith,Sales,45,2.64,35,61.41,22-11-2027,Average
E2787,Robert Brown,Marketing,23,4.05,48,88.95,23-11-2027,Good
E2788,Sarah Lee,Sales,34,1.97,34,90.1,24-11-2027,Excellent
E2789,Emily Davis,Marketing,40,0.56,48,89.71,25-11-2027,Good
E2790,Michael Johnson,Marketing,45,4.91,36,93.02,26-11-2027,Excellent
E2791,Sarah Lee,Sales,44,0.92,35,86.75,27-11-2027,Good
E2792,Sophia Martinez,IT,24,1.31,49,75.9,28-11-2027,Good
E2793,Michael Johnson,Finance,14,1.7,43,93.53,29-11-2027,Excellent
E2794,John Doe,HR,45,3.11,33,78.03,30-11-2027,Good
E2795,Michael Johnson,Sales,23,4.77,45,66.8,01-12-2027,Average
E2796,Jane Smith,Finance,45,4.86,49,90.72,02-12-2027,Excellent
E2797,Robert Brown,IT,39,2.01,44,81.16,03-12-2027,Good
E2798,David Wilson,IT,11,2.85,37,95.65,04-12-2027,Excellent
E2799,Michael Johnson,Finance,48,2.06,35,60.43,05-12-2027,Average
E2800,David Wilson,IT,17,3.92,38,92.26,06-12-2027,Excellent
E2801,Michael Johnson,Sales,20,2.83,37,78.96,07-12-2027,Good
E2802,Sophia Martinez,Sales,28,4.25,33,73.82,08-12-2027,Average
E2803,James Anderson,Marketing,32,1.87,42,72.7,09-12-2027,Average
E2804,Olivia Thomas,HR,30,3.61,34,92.22,10-12-2027,Excellent
E2805,Robert Brown,IT,18,1.79,33,86.93,11-12-2027,Good
E2806,Olivia Thomas,Finance,41,4.93,30,82.75,12-12-2027,Good
E2807,Sophia Martinez,IT,40,2.81,40,60.99,13-12-2027,Average
E2808,James Anderson,Marketing,31,1.07,46,66.96,14-12-2027,Average
E2809,Robert Brown,HR,17,4.98,30,61.99,15-12-2027,Average
E2810,Olivia Thomas,HR,37,3.87,45,81.45,16-12-2027,Good
E2811,David Wilson,IT,20,4.22,36,73.68,17-12-2027,Average
E2812,Olivia Thomas,Sales,37,2.48,30,97.74,18-12-2027,Excellent
E2813,Sarah Lee,HR,28,2.68,41,90.35,19-12-2027,Excellent
E2814,John Doe,Finance,41,4.33,42,81.76,20-12-2027,Good
E2815,Robert Brown,HR,18,4.78,47,66.75,21-12-2027,Average
E2816,Michael Johnson,Sales,25,3.63,37,61,22-12-2027,Average
E2817,John Doe,Sales,28,2.95,35,81.57,23-12-2027,Good
E2818,Sarah Lee,Marketing,13,1.24,44,60.05,24-12-2027,Average
E2819,Emily Davis,Sales,34,1.92,33,76.63,25-12-2027,Good
E2820,Olivia Thomas,IT,46,4.87,35,78.78,26-12-2027,Good
E2821,Sarah Lee,HR,12,3.2,49,78.4,27-12-2027,Good
E2822,Sarah Lee,Finance,46,1.06,41,78.28,28-12-2027,Good
E2823,Robert Brown,Sales,22,3.15,42,79.22,29-12-2027,Good
E2824,Jane Smith,Finance,46,2.74,39,95.64,30-12-2027,Excellent
E2825,Sophia Martinez,Sales,34,0.7,37,75.78,31-12-2027,Good
E2826,Michael Johnson,HR,37,3.31,43,93.11,01-01-2028,Excellent
E2827,James Anderson,IT,47,1.74,39,68.16,02-01-2028,Average
E2828,John Doe,HR,35,2.22,33,85.57,03-01-2028,Good
E2829,David Wilson,Finance,16,3.06,34,82.79,04-01-2028,Good
E2830,Emily Davis,Finance,34,2.23,45,89.35,05-01-2028,Good
E2831,Olivia Thomas,Sales,50,4.61,33,61.49,06-01-2028,Average
E2832,Jane Smith,Marketing,24,4.84,44,92.82,07-01-2028,Excellent
E2833,Olivia Thomas,Finance,36,2.25,50,92.79,08-01-2028,Excellent
E2834,Sophia Martinez,Marketing,40,3.02,49,70.84,09-01-2028,Average
E2835,Robert Brown,Marketing,25,2.74,42,64.65,10-01-2028,Average
E2836,Sophia Martinez,HR,29,3,42,90.32,11-01-2028,Excellent
E2837,David Wilson,Finance,33,4.58,50,83.34,12-01-2028,Good
E2838,Jane Smith,IT,38,2.14,39,64.28,13-01-2028,Average
E2839,John Doe,Sales,28,4.59,36,74.88,14-01-2028,Average
E2840,Emily Davis,Finance,50,3.46,38,62.87,15-01-2028,Average
E2841,Emily Davis,Finance,38,1.11,38,93.84,16-01-2028,Excellent
E2842,Michael Johnson,Sales,44,1.74,36,97.33,17-01-2028,Excellent
E2843,Robert Brown,Sales,15,3.32,34,97.87,18-01-2028,Excellent
E2844,James Anderson,Sales,12,3.08,47,82.45,19-01-2028,Good
E2845,Olivia Thomas,IT,38,1.5,34,89.41,20-01-2028,Good
E2846,Jane Smith,Finance,35,4.87,36,69.21,21-01-2028,Average
E2847,Jane Smith,HR,21,4.4,49,85.96,22-01-2028,Good
E2848,James Anderson,IT,39,2.06,38,76.01,23-01-2028,Good
E2849,Jane Smith,Marketing,30,1.51,44,64.78,24-01-2028,Average
E2850,David Wilson,HR,31,2.98,31,96.76,25-01-2028,Excellent
E2851,James Anderson,Finance,20,1.38,36,74.66,26-01-2028,Average
E2852,James Anderson,IT,25,1.81,36,66.06,27-01-2028,Average
E2853,Sarah Lee,Marketing,39,4.23,43,96.81,28-01-2028,Excellent
E2854,John Doe,Marketing,48,3.83,32,95.16,29-01-2028,Excellent
E2855,Emily Davis,Sales,49,4.36,38,60.21,30-01-2028,Average
